"cname","isocode","isoabbr","date","ppi.all.tot.ave.2","ppi.all.nat.ave.2","ppi.all.reg.ave.2","borders.all.tot.ave.2","borders.all.nat.ave.2","borders.all.reg.ave.2","emerg.all.tot.ave.2","emerg.all.nat.ave.2","emerg.all.reg.ave.2","ind_locat.all.tot.ave.2","ind_locat.all.nat.ave.2","ind_locat.all.reg.ave.2","ind_locat.ind_mob.tot.ave.2","ind_locat.ind_mob.nat.ave.2","ind_locat.ind_mob.reg.ave.2","ind_locat.med_quar.tot.ave.2","ind_locat.med_quar.nat.ave.2","ind_locat.med_quar.reg.ave.2","ind_locat.med_stay.tot.ave.2","ind_locat.med_stay.nat.ave.2","ind_locat.med_stay.reg.ave.2","ind_locat.pub_transp.tot.ave.2","ind_locat.pub_transp.nat.ave.2","ind_locat.pub_transp.reg.ave.2","med_mandate.all.tot.ave.2","med_mandate.all.nat.ave.2","med_mandate.all.reg.ave.2","med_mandate.dist_mand.tot.ave.2","med_mandate.dist_mand.nat.ave.2","med_mandate.dist_mand.reg.ave.2","med_mandate.masks.tot.ave.2","med_mandate.masks.nat.ave.2","med_mandate.masks.reg.ave.2","places.all.tot.ave.2","places.all.nat.ave.2","places.all.reg.ave.2","places.gov_offs.tot.ave.2","places.gov_offs.nat.ave.2","places.gov_offs.reg.ave.2","places.ne_busn.tot.ave.2","places.ne_busn.nat.ave.2","places.ne_busn.reg.ave.2","places.restrts.tot.ave.2","places.restrts.nat.ave.2","places.restrts.reg.ave.2","places.venues.tot.ave.2","places.venues.nat.ave.2","places.venues.reg.ave.2","places.wfh.tot.ave.2","places.wfh.nat.ave.2","places.wfh.reg.ave.2","soc_and_schls.all.tot.ave.2","soc_and_schls.all.nat.ave.2","soc_and_schls.all.reg.ave.2","soc_and_schls.schools.tot.ave.2","soc_and_schls.schools.nat.ave.2","soc_and_schls.schools.reg.ave.2","soc_and_schls.soc_gath.tot.ave.2","soc_and_schls.soc_gath.nat.ave.2","soc_and_schls.soc_gath.reg.ave.2"
"United Arab Emirates",784,"AE",2020-07-16,0.11,0.11,0.044,0.401,0.25,0.32,0,0,0,0.15,0.15,0.087,0.2,0.2,0.054,0.25,0.25,0,1,1,0,0.75,0.75,0.303,0.242,0,0.242,0.404,0,0.404,0.404,0,0.404,0.194,0.144,0.115,0.404,0,0.404,0.373,0.373,0,0.158,0.101,0.158,0,0,0,1,1,0.404,0.5,0.5,0,1,1,0,0.202,0.202,0
"Tunisia",788,"TN",2020-07-16,0.11,0.11,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.116,0.116,0,1,1,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Turkey",792,"TR",2020-07-16,0.11,0.11,0.061,0.253,0.25,0.004,0,0,0,0.104,0.1,0.009,0.204,0.2,0.006,0.5,0.5,0.006,0,0,0,0.509,0.5,0.027,0.6,0.6,0.44,1,1,0.734,1,1,0.734,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Egypt",818,"EG",2020-07-16,0.11,0.11,0.004,0.25,0.25,0,0,0,0,0.2,0.2,0.011,0.2,0.2,0,1,1,0,1,1,0,0.75,0.75,0.057,0.6,0.6,0,0,0,0,1,1,0,0.192,0.188,0.019,0.075,0,0.075,0.047,0,0.047,0.759,0.75,0.066,0.519,0.5,0.057,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"United Kingdom",826,"GB",2020-07-16,0.087,0.087,0.063,0,0,0,1,1,0.082,0.234,0.232,0.173,0.132,0.126,0.094,1,1,0,1,1,0.028,0.673,0,0.673,0.4,0.337,0.063,0.055,0,0.055,0.667,0.562,0.105,0.25,0.25,0.228,1,1,0.842,0.099,0.099,0,0.138,0.138,0.056,0.539,0.539,0.065,0.028,0,0.028,0.395,0.395,0.063,0.579,0.579,0.028,0.789,0.789,0.118
"United States of America",840,"US",2020-07-16,0.106,0.041,0.106,0.48,0.25,0.319,1,1,0.789,0.304,0,0.304,0.562,0,0.562,0.282,0,0.282,0.348,0,0.348,0.137,0,0.137,0.299,0,0.299,0.393,0,0.393,0.426,0,0.426,0.175,0,0.175,0.446,0,0.446,0.272,0,0.272,0.391,0,0.391,0.505,0,0.505,0.335,0,0.335,0.436,0,0.436,0.751,0,0.751,0.465,0,0.465
"Venezuela",862,"VE",2020-07-16,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0.4,0.4,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Yemen",887,"YE",2020-07-16,0.11,0.11,0.01,1,1,0.052,0,0,0,0.1,0.1,0.013,0.2,0.2,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.019,0,0,0,0.075,0,0.075,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Belgium",56,"BE",2020-07-17,0.068,0.068,0,0.625,0.625,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0.5,0.5,0,0.333,0.333,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0,0,0
"Chile",152,"CL",2020-07-17,0.11,0.11,0,1,1,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.25,0.25,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-07-17,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0,0,0,1,1,0,1,1,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-07-17,0.11,0.11,0,0.625,0.625,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"El Salvador",222,"SV",2020-07-17,0.11,0.11,0,0.625,0.625,0,1,1,0,0.4,0.4,0,0.8,0.8,0,0,0,0,1,1,0,0.5,0.5,0,0.4,0.4,0,0,0,0,0.667,0.667,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Guatemala",320,"GT",2020-07-17,0.11,0.11,0,0.25,0.25,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Honduras",340,"HN",2020-07-17,0.11,0.11,0,0.25,0.25,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,0,0,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Israel",376,"IL",2020-07-17,0.11,0.11,0,1,1,0,1,1,0,0.2,0.2,0,0.4,0.4,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,0.25,0.25,0,1,1,0,1,1,0,0.375,0.375,0,0.5,0.5,0,0.75,0.75,0
"Jordan",400,"JO",2020-07-17,0.137,0.137,0,0.625,0.625,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,0.625,0.625,0,0.875,0.875,0,0.75,0.75,0,0,0,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Kuwait",414,"KW",2020-07-17,0.055,0.055,0,0.25,0.25,0,0,0,0,0.1,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0.667,0.667,0,0.25,0.25,0,1,1,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0.25,0.25,0,0.5,0.5,0,0,0,0
"Morocco",504,"MA",2020-07-17,0.11,0.11,0,0.25,0.25,0,0,0,0,0.2,0.2,0,0.4,0.4,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,0.75,0.75,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Oman",512,"OM",2020-07-17,0.11,0.11,0,0.25,0.25,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0.094,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Netherlands",528,"NL",2020-07-17,0.11,0.11,0,0.625,0.625,0,0,0,0,0.4,0.4,0,0.8,0.8,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0.75,0.75,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"New Zealand",554,"NZ",2020-07-17,0.11,0.11,0,0.25,0.25,0,0,0,0,0.15,0.15,0,0,0,0,0.5,0.5,0,1,1,0,0.75,0.75,0,0.4,0.4,0,1,1,0,0.333,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Nicaragua",558,"NI",2020-07-17,0.082,0.082,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",591,"PA",2020-07-17,0.11,0.11,0,0.625,0.625,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,0,0,0,0.25,0.25,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Paraguay",600,"PY",2020-07-17,0.11,0.11,0,0.625,0.625,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
"Peru",604,"PE",2020-07-17,0.11,0.11,0,0.625,0.625,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0,0,0,1,1,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.25,0.25,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"Qatar",634,"QA",2020-07-17,0.11,0.11,0,0.25,0.25,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0
"Uruguay",858,"UY",2020-07-17,0.11,0.11,0,1,1,0,1,1,0,0.1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.062,0.062,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,1,0
"Algeria",12,"DZ",2020-07-17,0.11,0.11,0,1,1,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0,0,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Argentina",32,"AR",2020-07-17,0.13,0.126,0.066,1,1,0.075,1,1,0.069,0.419,0.378,0.106,0.738,0.595,0.165,1,1,0.044,1,1,0.044,0.5,0.5,0.184,0.6,0.6,0.156,1,1,0,1,1,0.259,0.25,0.25,0.057,1,1,0.017,0.651,0.595,0.104,0.771,0.696,0.188,1,1,0.038,1,1,0,0.5,0.5,0.262,1,1,0.251,0.932,0.899,0.31
"Australia",36,"AU",2020-07-17,0.092,0.055,0.091,0.394,0,0.394,1,1,0.974,0.244,0.2,0.232,0.489,0.4,0.219,0.79,0.5,0.776,1,1,0.974,0,0,0,0.457,0.2,0.397,0.852,0.5,0.704,0.579,0,0.579,0.163,0.062,0.161,0,0,0,0.442,0.25,0.385,0.412,0,0.412,0.703,0.5,0.53,0,0,0,0.381,0.25,0.349,0.5,0.5,0.175,0.725,0.25,0.687
"Austria",40,"AT",2020-07-17,0.055,0.055,0.022,0.25,0.25,0,0,0,0,0.1,0.1,0.021,0,0,0,0.5,0.5,0.054,1,1,0.215,0.107,0,0.107,0.4,0.4,0.117,1,1,0.167,0.195,0,0.195,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.042,0,0.042,0.084,0,0.084,0,0,0
"Bolivia",68,"BO",2020-07-17,0.11,0.11,0.022,1,1,0.145,1,1,0,0.2,0.2,0.035,0.4,0.4,0.05,0,0,0,1,1,0,0.525,0.5,0.137,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,0.5,0.013,1,1,0,1,1,0.025
"Brazil",76,"BR",2020-07-17,0.109,0.055,0.109,0.451,0.25,0.32,1,1,0.881,0.12,0.1,0.091,0.049,0,0.049,0.529,0.5,0.061,1,1,0.074,0.356,0,0.356,0.48,0.4,0.48,0.702,0,0.702,0.8,0.667,0.8,0.25,0.25,0.231,1,1,0.815,0.266,0,0.266,0.589,0,0.589,0.793,0,0.793,1,1,0.801,0.495,0,0.495,0.973,0,0.973,0.362,0,0.362
"Myanmar",104,"MM",2020-07-17,0.11,0.11,0.063,1,1,0,0,0,0,0.238,0.2,0.091,0.315,0.2,0.182,1,1,0,0,0,0,0.5,0.5,0.167,0.23,0,0.23,0,0,0,0.383,0,0.383,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0.191,1,1,0,1,1,0.383
"China",156,"CN",2020-07-17,0.133,0.11,0.12,0.059,0.043,0.059,1,1,0.956,0.438,0.104,0.422,0.845,0,0.845,0.5,0.5,0.422,0.845,0,0.845,0.059,0.043,0.059,0.507,0,0.507,0,0,0,0.845,0,0.845,0.231,0.125,0.211,0,0,0,0.845,0,0.845,0.845,0,0.845,1,1,0.845,1,1,0,0.5,0.5,0.422,1,1,0.043,0.845,0,0.845
"Colombia",170,"CO",2020-07-17,0.137,0.137,0.137,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0.093,0,0.093,1,1,1,0.5,0.5,0.5,0.6,0.6,0.6,0,0,0,1,1,1,0.25,0.25,0.25,0.029,0,0.029,1,1,1,1,1,1,1,1,1,0.041,0,0.041,0.5,0.5,0.5,1,1,1,1,1,1
"Czech Republic",203,"CZ",2020-07-17,0.055,0.055,0.006,0.25,0.25,0,0,0,0,0.1,0.1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0,0.094,0.094,0.045,0,0,0,0.157,0.157,0.074,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.25,0.25,0.014,0.5,0.5,0,0.25,0.25,0.028
"Ecuador",218,"EC",2020-07-17,0.11,0.11,0.11,0.25,0.25,0,1,1,1,0.1,0.1,0.1,0.2,0.2,0.2,0,0,0,1,1,0,0.5,0.5,0.5,0.6,0.6,0.6,1,1,1,1,1,1,0.25,0.25,0.25,1,1,1,0,0,0,0.25,0.25,0.25,0.194,0.194,0.194,1,1,1,0.5,0.5,0.5,1,1,1,0.694,0.694,0.694
"Germany",276,"DE",2020-07-17,0.111,0.082,0.111,0.257,0.25,0.012,1,1,0,0.258,0.2,0.136,0.369,0.2,0.256,1,1,0,1,1,0.049,0.75,0.75,0.118,0.432,0.4,0.178,1,1,0.026,0.719,0.667,0.279,0.25,0.25,0.135,1,1,0.216,0.14,0,0.14,0.902,0.875,0.489,0.757,0.75,0.208,0,0,0,0.5,0.375,0.5,1,0.5,1,0.783,0.75,0.195
"Hungary",348,"HU",2020-07-17,0.082,0.082,0,0.25,0.25,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.062,0.062,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0.5,0,0,0,0,0.25,0.25,0,0.5,0.5,0,0.25,0.25,0
"India",356,"IN",2020-07-17,0.13,0.11,0.13,0.717,0.625,0.5,0,0,0,0.444,0.2,0.444,0.888,0.4,0.841,1,1,0.762,1,1,0.747,0.718,0.5,0.716,0.6,0.6,0.477,1,1,0.535,1,1,0.754,0.239,0.125,0.238,0.823,0,0.823,0.652,0,0.652,0.83,0,0.83,1,1,0.861,1,1,0.615,0.5,0.5,0.5,1,1,0.997,0.916,0.5,0.879
"Indonesia",360,"ID",2020-07-17,0.11,0.11,0.086,1,1,0.012,1,1,0.84,0.341,0.2,0.287,0.573,0,0.573,1,1,0,0.707,0,0.707,1,1,0.354,0.541,0.4,0.424,1,1,0.707,0.707,0,0.707,0.177,0,0.177,0,0,0,0.707,0,0.707,0.707,0,0.707,0.707,0,0.707,0,0,0,0.5,0.5,0.373,0.746,0,0.746,1,1,0.707
"South Korea",410,"KR",2020-07-17,0.112,0.112,0,0.25,0.25,0,0,0,0,0.269,0.269,0,0.255,0.255,0,1,1,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.074,0.074,0,0,0,0,0,0,0,0,0,0,0.596,0.596,0,0,0,0,0.5,0.5,0,1,1,0,0.048,0.048,0
"Malaysia",458,"MY",2020-07-17,0.089,0.082,0.032,0.668,0.625,0.187,0,0,0,0.235,0.2,0.115,0.115,0,0.115,1,1,0.287,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.062,0.062,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0.25,0.25,0
"Mexico",484,"MX",2020-07-17,0.114,0.11,0.076,0.25,0.25,0.25,0.094,0,0.094,0.166,0.1,0.11,0.154,0,0.154,0.046,0,0.046,1,1,0,0.129,0,0.129,0.489,0.4,0.332,1,1,0.126,0.547,0,0.547,0.25,0.25,0.211,1,1,0.364,1,1,0.614,1,1,0.71,1,1,0.807,1,1,0.345,0.5,0.5,0.052,1,1,0.033,0.528,0.5,0.072
"Nigeria",566,"NG",2020-07-17,0.117,0.015,0.115,0.896,0.091,0.86,0.079,0,0.079,0.251,0.044,0.216,0.429,0.088,0.346,0.434,0.083,0.383,0.51,0.083,0.492,0.442,0.083,0.391,0.43,0.065,0.39,0.598,0.091,0.572,0.619,0.109,0.51,0.211,0.021,0.211,0.623,0.083,0.604,0.635,0.083,0.635,0.7,0.083,0.682,0.722,0.083,0.704,0.752,0.083,0.734,0.48,0.032,0.48,0.922,0.065,0.922,0.715,0.065,0.699
"Pakistan",586,"PK",2020-07-17,0.126,0.11,0.126,1,1,0.637,0.517,0,0.517,0.458,0.15,0.458,0.917,0,0.917,0.732,0.5,0.723,1,1,0.981,0.765,0.75,0.663,0.493,0.4,0.485,0.464,0,0.464,0.821,0.667,0.809,0.25,0.25,0.25,1,1,0.995,0.711,0.625,0.553,0.916,0,0.916,0.866,0.75,0.852,1,1,0.942,0.5,0.5,0.49,1,1,0.981,0.93,0.25,0.925
"Philippines",608,"PH",2020-07-17,0.098,0.083,0.04,0.47,0.284,0.293,1,1,0.293,0.283,0.209,0.141,0.421,0.21,0.281,1,1,0.236,0,0,0,0.438,0.24,0.249,0.6,0.6,0.141,1,1,0.236,1,1,0.236,0.107,0.071,0.059,0.236,0.046,0.236,0.33,0.154,0.236,0.427,0.284,0.236,0.425,0.263,0.236,0.236,0.046,0.236,0.26,0.185,0.118,0.425,0.263,0.236,0.52,0.359,0.236
"Saudi Arabia",682,"SA",2020-07-17,0.117,0.11,0.043,0.721,0.625,0.255,0,0,0,0.239,0.15,0.15,0.255,0.051,0.255,0.5,0.5,0,1,1,0,0.75,0.75,0.305,0,0,0,0,0,0,0,0,0,0.102,0.064,0.102,0.406,0.255,0.406,0.254,0.064,0.254,0.387,0.255,0.355,0.368,0.255,0.305,0.255,0.255,0,0.5,0.5,0.127,1,1,0.255,0.255,0.255,0
"Vietnam",704,"VN",2020-07-17,0.11,0.11,0.001,0.625,0.625,0,0,0,0,0.4,0.4,0.002,0.8,0.8,0,1,1,0.012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"South Africa",710,"ZA",2020-07-17,0.11,0.11,0.037,1,1,0.032,1,1,0,0.158,0.15,0.033,0.2,0.2,0,0.582,0.5,0.164,1,1,0.113,0.75,0.75,0,0.6,0.6,0,0,0,0,1,1,0,0.25,0.25,0.164,1,1,0.654,0.758,0.625,0.354,0.875,0.875,0,0.75,0.75,0,1,1,0,0.5,0.5,0.077,1,1,0.154,0.25,0.25,0
"United Arab Emirates",784,"AE",2020-07-17,0.11,0.11,0.044,0.401,0.25,0.32,0,0,0,0.15,0.15,0.087,0.2,0.2,0.054,0.25,0.25,0,1,1,0,0.75,0.75,0.303,0.242,0,0.242,0.404,0,0.404,0.404,0,0.404,0.194,0.144,0.115,0.404,0,0.404,0.373,0.373,0,0.158,0.101,0.158,0,0,0,1,1,0.404,0.5,0.5,0,1,1,0,0.202,0.202,0
"Tunisia",788,"TN",2020-07-17,0.11,0.11,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0.116,0.116,0,1,1,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0.25,0.25,0,0.25,0.25,0,0,0,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"Turkey",792,"TR",2020-07-17,0.11,0.11,0.061,0.253,0.25,0.004,0,0,0,0.104,0.1,0.009,0.204,0.2,0.006,0.5,0.5,0.006,0,0,0,0.509,0.5,0.027,0.6,0.6,0.44,1,1,0.734,1,1,0.734,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,1,1,0,0,0,0,0.5,0.5,0,1,1,0,0,0,0
"Egypt",818,"EG",2020-07-17,0.11,0.11,0.004,0.25,0.25,0,0,0,0,0.2,0.2,0.011,0.2,0.2,0,1,1,0,1,1,0,0.75,0.75,0.057,0.6,0.6,0,0,0,0,1,1,0,0.192,0.188,0.019,0.075,0,0.075,0.047,0,0.047,0.759,0.75,0.066,0.519,0.5,0.057,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"United Kingdom",826,"GB",2020-07-17,0.087,0.087,0.063,0,0,0,1,1,0.082,0.234,0.232,0.173,0.132,0.126,0.094,1,1,0,1,1,0.028,0.673,0,0.673,0.4,0.337,0.063,0.055,0,0.055,0.667,0.562,0.105,0.25,0.25,0.228,1,1,0.842,0.099,0.099,0,0.138,0.138,0.056,0.539,0.539,0.065,0.028,0,0.028,0.395,0.395,0.063,0.579,0.579,0.028,0.789,0.789,0.118
"United States of America",840,"US",2020-07-17,0.105,0.041,0.105,0.48,0.25,0.319,1,1,0.789,0.304,0,0.304,0.562,0,0.562,0.282,0,0.282,0.348,0,0.348,0.137,0,0.137,0.299,0,0.299,0.393,0,0.393,0.438,0,0.438,0.175,0,0.175,0.446,0,0.446,0.272,0,0.272,0.391,0,0.391,0.505,0,0.505,0.335,0,0.335,0.428,0,0.428,0.721,0,0.721,0.465,0,0.465
"Venezuela",862,"VE",2020-07-17,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0.4,0.4,0,0,0,0,1,1,0,1,1,0,0.6,0.6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Yemen",887,"YE",2020-07-17,0.11,0.11,0.01,1,1,0.052,0,0,0,0.1,0.1,0.013,0.2,0.2,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.019,0,0,0,0.075,0,0.075,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,1,0,1,1,0
"Belgium",56,"BE",2020-07-18,0.068,0.068,0,0.625,0.625,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.2,0.2,0,0.5,0.5,0,0.333,0.333,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0,0,0
"Chile",152,"CL",2020-07-18,0.11,0.11,0,1,1,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.4,0.4,0,0.5,0.5,0,0.667,0.667,0,0.25,0.25,0,0,0,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.25,0.25,0,0.5,0.5,0,0.5,0.5,0
"Taiwan",158,"TW",2020-07-18,0.11,0.11,0,0.25,0.25,0,1,1,0,0.2,0.2,0,0,0,0,1,1,0,1,1,0,0,0,0,0.6,0.6,0,1,1,0,1,1,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.25,0.25,0
"Costa Rica",188,"CR",2020-07-18,0.11,0.11,0,0.625,0.625,0,1,1,0,0.2,0.2,0,0.2,0.2,0,1,1,0,1,1,0,0.5,0.5,0,0.4,0.4,0,1,1,0,0.667,0.667,0,0.125,0.125,0,0,0,0,0,0,0,0.25,0.25,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,0,0,0
"El Salvador",222,"SV",2020-07-18,0.11,0.11,0,0.625,0.625,0,1,1,0,0.4,0.4,0,0.8,0.8,0,0,0,0,1,1,0,0.5,0.5,0,0.4,0.4,0,0,0,0,0.667,0.667,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Guatemala",320,"GT",2020-07-18,0.11,0.11,0,0.25,0.25,0,1,1,0,0.1,0.1,0,0.2,0.2,0,0.5,0.5,0,1,1,0,0.5,0.5,0,0.6,0.6,0,1,1,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,1,1,0
"Honduras",340,"HN",2020-07-18,0.11,0.11,0,0.25,0.25,0,1,1,0,0.4,0.4,0,0.8,0.8,0,1,1,0,1,1,0,0.5,0.5,0,0.6,0.6,0,0,0,0,1,1,0,0.25,0.25,0,1,1,0,0.25,0.25,0,1,1,0,1,1,0,1,1,0,0.5,0.5,0,1,1,0,0.75,0.75,0
